Age,norm,Country,Source,norm_leoss
84,0.798,Netherlands,Janssen et al.,0.8097536932938357
85,0.798,Netherlands,Janssen et al.,0.8078101187654629
86,0.798,Netherlands,Janssen et al.,0.8059329459131777
87,0.798,Netherlands,Janssen et al.,0.8041385549209635
88,0.798,Netherlands,Janssen et al.,0.8024433259728059
89,0.798,Netherlands,Janssen et al.,0.8008636392526886
90,0.798,Netherlands,Janssen et al.,0.7994158749445964
91,0.798,Netherlands,Janssen et al.,0.798099927030803
92,0.798,Netherlands,Janssen et al.,0.79690084436263
93,0.798,Netherlands,Janssen et al.,0.7958127394276333
94,0.798,Netherlands,Janssen et al.,0.7948297247133693
95,0.798,Netherlands,Janssen et al.,0.7939459127073942
96,0.798,Netherlands,Janssen et al.,0.7931554158972641
97,0.798,Netherlands,Janssen et al.,0.7924523467705352
98,0.798,Netherlands,Janssen et al.,0.7918308178147633
99,0.798,Netherlands,Janssen et al.,0.7912849415175051
100,0.798,Netherlands,Janssen et al.,0.7908088303663166
18,0.814,Thailand,Janssen et al.,0.81800900243913
19,0.814,Thailand,Janssen et al.,0.8156340033170326
20,0.814,Thailand,Janssen et al.,0.8132309743144638
21,0.814,Thailand,Janssen et al.,0.8107974778222624
22,0.814,Thailand,Janssen et al.,0.808331076231267
23,0.814,Thailand,Janssen et al.,0.8058293319323164
24,0.814,Thailand,Janssen et al.,0.8032898073162495
25,0.785,Thailand,Janssen et al.,0.8007100647739054
26,0.785,Thailand,Janssen et al.,0.7980876666961226
27,0.785,Thailand,Janssen et al.,0.7954201754737402
28,0.785,Thailand,Janssen et al.,0.7927051534975967
29,0.785,Thailand,Janssen et al.,0.7899349389297883
30,0.785,Thailand,Janssen et al.,0.7871082626438962
31,0.785,Thailand,Janssen et al.,0.7842322760979876
32,0.785,Thailand,Janssen et al.,0.7813141307501303
33,0.785,Thailand,Janssen et al.,0.7783609780583912
34,0.785,Thailand,Janssen et al.,0.7753799694808379
35,0.771,Thailand,Janssen et al.,0.7723782564755374
36,0.771,Thailand,Janssen et al.,0.7693629905005576
37,0.771,Thailand,Janssen et al.,0.7663413230139651
38,0.771,Thailand,Janssen et al.,0.7633204054738278
39,0.771,Thailand,Janssen et al.,0.760242868938569
40,0.771,Thailand,Janssen et al.,0.7570597423830662
41,0.771,Thailand,Janssen et al.,0.7537907741400685
42,0.771,Thailand,Janssen et al.,0.7504557125423242
43,0.771,Thailand,Janssen et al.,0.7470743059225824
44,0.771,Thailand,Janssen et al.,0.7436663026135918
45,0.717,Thailand,Janssen et al.,0.740251450948101
46,0.717,Thailand,Janssen et al.,0.7368494992588587
47,0.717,Thailand,Janssen et al.,0.7334801958786138
48,0.717,Thailand,Janssen et al.,0.730163289140115
49,0.717,Thailand,Janssen et al.,0.726918527376111
50,0.717,Thailand,Janssen et al.,0.7236159951972994
51,0.717,Thailand,Janssen et al.,0.7201487935902384
52,0.717,Thailand,Janssen et al.,0.7165711954514673
53,0.717,Thailand,Janssen et al.,0.7129374736775262
54,0.717,Thailand,Janssen et al.,0.7093019011649542
55,0.694,Thailand,Janssen et al.,0.7057187508102909
56,0.694,Thailand,Janssen et al.,0.7022422955100758
57,0.694,Thailand,Janssen et al.,0.6989268081608487
58,0.694,Thailand,Janssen et al.,0.695826561659149
59,0.694,Thailand,Janssen et al.,0.6929958289015162
60,0.694,Thailand,Janssen et al.,0.6903841424613503
61,0.694,Thailand,Janssen et al.,0.6879004320520509
62,0.694,Thailand,Janssen et al.,0.6855380662801571
63,0.694,Thailand,Janssen et al.,0.683290413752208
64,0.694,Thailand,Janssen et al.,0.6811508430747427
65,0.67,Thailand,Janssen et al.,0.6791127228543004
66,0.67,Thailand,Janssen et al.,0.6771694216974198
67,0.67,Thailand,Janssen et al.,0.6753143082106402
68,0.67,Thailand,Janssen et al.,0.6735407510005008
69,0.67,Thailand,Janssen et al.,0.6718421186735406
70,0.67,Thailand,Janssen et al.,0.6702117798362988
71,0.67,Thailand,Janssen et al.,0.6686585232696364
72,0.67,Thailand,Janssen et al.,0.6671946112445628
73,0.67,Thailand,Janssen et al.,0.6658186226028389
74,0.67,Thailand,Janssen et al.,0.6645291361862263
75,0.657,Thailand,Janssen et al.,0.6633247308364856
76,0.657,Thailand,Janssen et al.,0.6622039853953784
77,0.657,Thailand,Janssen et al.,0.6611654787046651
78,0.657,Thailand,Janssen et al.,0.6602077896061079
79,0.657,Thailand,Janssen et al.,0.659329496941467
80,0.657,Thailand,Janssen et al.,0.6585291795525039
81,0.657,Thailand,Janssen et al.,0.6578078835458064
82,0.657,Thailand,Janssen et al.,0.6571679306168744
83,0.657,Thailand,Janssen et al.,0.6566098129908372
84,0.657,Thailand,Janssen et al.,0.6561340228928245
85,0.657,Thailand,Janssen et al.,0.6557410525479653
86,0.657,Thailand,Janssen et al.,0.6554313941813892
87,0.657,Thailand,Janssen et al.,0.6552055400182256
88,0.657,Thailand,Janssen et al.,0.6550639822836036
89,0.657,Thailand,Janssen et al.,0.6550072132026529
90,0.657,Thailand,Janssen et al.,0.6550357250005028
91,0.657,Thailand,Janssen et al.,0.6551489150143207
92,0.657,Thailand,Janssen et al.,0.6553457947845761
93,0.657,Thailand,Janssen et al.,0.6556262778413521
94,0.657,Thailand,Janssen et al.,0.6559902777147311
95,0.657,Thailand,Janssen et al.,0.6564377079347959
96,0.657,Thailand,Janssen et al.,0.6569684820316289
97,0.657,Thailand,Janssen et al.,0.6575825135353132
98,0.657,Thailand,Janssen et al.,0.6582797159759309
99,0.657,Thailand,Janssen et al.,0.6590600028835653
100,0.657,Thailand,Janssen et al.,0.6599232877882986
