study,proxy,Source,Age,norm,Country,norm_leoss
van Wijck et al. 2016,Netherlands,Janssen et al.,81,0.657,Thailand,0.6578078835458064
van Wijck et al. 2016,Netherlands,Janssen et al.,82,0.657,Thailand,0.6571679306168744
van Wijck et al. 2016,Netherlands,Janssen et al.,83,0.657,Thailand,0.6566098129908372
van Wijck et al. 2016,Netherlands,Janssen et al.,84,0.657,Thailand,0.6561340228928245
van Wijck et al. 2016,Netherlands,Janssen et al.,85,0.657,Thailand,0.6557410525479653
van Wijck et al. 2016,Netherlands,Janssen et al.,86,0.657,Thailand,0.6554313941813892
van Wijck et al. 2016,Netherlands,Janssen et al.,87,0.657,Thailand,0.6552055400182256
van Wijck et al. 2016,Netherlands,Janssen et al.,88,0.657,Thailand,0.6550639822836036
van Wijck et al. 2016,Netherlands,Janssen et al.,89,0.657,Thailand,0.6550072132026529
van Wijck et al. 2016,Netherlands,Janssen et al.,90,0.657,Thailand,0.6550357250005028
van Wijck et al. 2016,Netherlands,Janssen et al.,91,0.657,Thailand,0.6551489150143207
van Wijck et al. 2016,Netherlands,Janssen et al.,92,0.657,Thailand,0.6553457947845761
van Wijck et al. 2016,Netherlands,Janssen et al.,93,0.657,Thailand,0.6556262778413521
van Wijck et al. 2016,Netherlands,Janssen et al.,94,0.657,Thailand,0.6559902777147311
van Wijck et al. 2016,Netherlands,Janssen et al.,95,0.657,Thailand,0.6564377079347959
van Wijck et al. 2016,Netherlands,Janssen et al.,96,0.657,Thailand,0.6569684820316289
van Wijck et al. 2016,Netherlands,Janssen et al.,97,0.657,Thailand,0.6575825135353132
van Wijck et al. 2016,Netherlands,Janssen et al.,98,0.657,Thailand,0.6582797159759309
van Wijck et al. 2016,Netherlands,Janssen et al.,99,0.657,Thailand,0.6590600028835653
van Wijck et al. 2016,Netherlands,Janssen et al.,100,0.657,Thailand,0.6599232877882986
